student_id,course_id,gender,enrollment_reason,enrollment_status,time_spent,time_spent_hours,total_points_possible,total_points_earned,proportion_earned,pass_fail,subject,semester,section,int,val,percomp,tv,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,date.x,post_int,post_uv,post_tv,post_percomp,date.y,date
85443,FrScA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1564.633,26.07721666666667,1212.0,1047.0,86.39,Pass,Forensics,S116,01,4.8,3.333333333333333,3.5,4.142857142857143,4.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,2015-09-14T15:12:00Z,,,,,,
85539,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,2948.6174,49.14362333333334,1212.0,1092.0,90.1,Pass,Forensics,S116,01,3.8,4.0,3.5,3.857142857142857,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2015-09-19T00:13:00Z,3.25,3.333333333333333,3.2857142857142856,3.0,2016-01-18T19:21:00Z,
85579,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,2822.5166,47.04194333333333,1212.0,1175.0,96.95,Pass,Forensics,S116,01,,,,,,,,,,,,,,,,,,,,,
85649,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1464.4668,24.40778,1212.0,1043.0,86.06,Pass,Forensics,S116,01,4.0,3.0,3.0,3.571428571428572,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2015-09-08T17:29:00Z,,,,,,
85650,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,2689.1334,44.81889,1212.0,1221.0,100.74,Pass,Forensics,S116,01,4.2,3.0,3.5,3.571428571428572,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,2015-09-11T13:36:00Z,,,,,,
85651,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,565.7832,9.42972,1212.0,837.75,69.12,Pass,Forensics,S116,01,3.2,3.0,3.0,3.142857142857143,5.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2015-10-08T16:42:00Z,,,,,,
85659,FrScA-S116-01,M,Course Unavailable at Local School,Dropped,,,1212.0,0.0,0.0,Fail,Forensics,S116,01,,,,,,,,,,,,,,,,,,,,,
85662,FrScA-S116-01,F,Course Unavailable at Local School,Dropped,107.8999,1.7983316666666667,1212.0,75.0,6.19,Fail,Forensics,S116,01,3.8,3.6666666666666665,4.5,3.7142857142857135,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2015-09-14T21:55:00Z,,,,,,
85663,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,191.3834,3.1897233333333332,1212.0,785.0,64.77,Pass,Forensics,S116,01,4.6,2.6666666666666665,4.0,3.7142857142857135,4.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,2015-09-11T12:39:00Z,,,,,,
85665,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,4046.6159,67.44359833333333,1212.0,1181.0,97.44,Pass,Forensics,S116,01,5.0,4.333333333333333,4.5,4.714285714285714,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2015-09-10T22:58:00Z,5.0,5.0,5.0,5.0,2016-01-03T19:16:00Z,
85668,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,379.1335,6.3188916666666675,1212.0,735.0,60.64,Pass,Forensics,S116,01,3.6,2.6666666666666665,3.0,3.2857142857142856,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2015-09-14T14:18:00Z,,,,,,
85791,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1461.8332,24.363886666666666,1212.0,1185.0,97.77,Pass,Forensics,S116,01,4.4,4.0,3.5,4.285714285714286,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,2015-09-08T13:10:00Z,,,,,,
85792,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1687.3165,28.121941666666665,1212.0,1091.0,90.02,Pass,Forensics,S116,01,,,,,,,,,,,,,,,,,,,,,
85929,FrScA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,1297.9167,21.631944999999998,1212.0,1051.0,86.72,Pass,Forensics,S116,01,4.0,4.0,3.5,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2015-09-10T22:40:00Z,4.0,4.0,4.0,3.0,2016-01-07T19:29:00Z,
85930,FrScA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1647.2669,27.454448333333335,1212.0,1034.0,85.31,Pass,Forensics,S116,01,4.2,2.0,3.0,3.142857142857143,4.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,2015-09-21T18:37:00Z,,,,,,
86105,FrScA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,4075.5504,67.92584000000001,1212.0,1113.0,91.83,Pass,Forensics,S116,01,3.2,3.0,4.0,3.2857142857142856,4.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,2015-12-11T15:59:00Z,,,,,,
86271,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,282.7834,4.713056666666666,1212.0,1193.0,98.43,Pass,Forensics,S116,01,4.2,4.0,3.5,4.142857142857143,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2015-09-14T14:27:00Z,4.0,3.6666666666666665,3.857142857142857,3.0,2015-12-14T20:06:00Z,
86280,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,2167.9669,36.132781666666666,1212.0,1048.0,86.47,Pass,Forensics,S116,01,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2015-09-09T11:49:00Z,,,,,,
86339,FrScA-S116-01,F,Scheduling Conflict,Approved/Enrolled,598.783,9.979716666666667,1212.0,1125.0,92.82,Pass,Forensics,S116,01,4.2,3.6666666666666665,3.5,3.857142857142857,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2015-09-16T12:59:00Z,,,,,,
86340,FrScA-S116-01,F,Scheduling Conflict,Approved/Enrolled,1077.3504,17.955840000000002,1212.0,1173.0,96.78,Pass,Forensics,S116,01,4.4,3.333333333333333,4.0,3.857142857142857,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,2015-09-14T14:19:00Z,,,,,,
86364,FrScA-S116-01,F,Other,Approved/Enrolled,3429.2834,57.15472333333333,1212.0,979.0,80.78,Pass,Forensics,S116,01,4.8,3.6666666666666665,4.0,4.285714285714286,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2015-09-09T13:22:00Z,3.75,3.6666666666666665,3.7142857142857135,3.0,2015-11-12T14:31:00Z,
86365,FrScA-S116-01,F,Other,Approved/Enrolled,1027.7002,17.128336666666666,1212.0,1197.0,98.76,Pass,Forensics,S116,01,4.4,4.0,4.0,4.142857142857143,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,2015-09-14T15:09:00Z,,,,,,
86455,FrScA-S116-01,F,Other,Approved/Enrolled,1616.3337,26.938895,1212.0,1107.0,91.34,Pass,Forensics,S116,01,5.0,2.6666666666666665,3.0,4.0,5.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,2015-10-01T17:49:00Z,,,,,,
86476,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1673.8004,27.896673333333336,1212.0,1161.0,95.79,Pass,Forensics,S116,01,4.0,2.6666666666666665,4.0,3.4285714285714284,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,2015-09-14T14:51:00Z,,,,,,
86543,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1425.9832,23.766386666666666,1212.0,977.0,80.61,Pass,Forensics,S116,01,,,,,,,,,,,,,,,,,,,,,
86679,FrScA-S116-01,F,Other,Approved/Enrolled,2267.4,37.79,1212.0,1161.0,95.79,Pass,Forensics,S116,01,,3.0,4.0,,4.0,3.0,3.0,4.0,,3.0,5.0,4.0,3.0,4.0,2015-09-15T00:59:00Z,,,,,,
86709,FrScA-S116-01,M,Scheduling Conflict,Approved/Enrolled,1600.3334,26.67222333333333,1212.0,1173.0,96.78,Pass,Forensics,S116,01,4.4,3.0,3.5,3.7142857142857135,5.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,2015-09-22T14:57:00Z,,,,,,
86792,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,879.1998,14.65333,1212.0,1201.0,99.09,Pass,Forensics,S116,01,4.6,4.0,4.0,4.285714285714286,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,2015-09-14T12:12:00Z,2.25,2.0,2.142857142857143,2.5,2016-01-22T00:59:00Z,
86793,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,553.3835,9.223058333333334,1212.0,1181.0,97.44,Pass,Forensics,S116,01,4.8,4.0,4.5,4.428571428571429,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,2015-09-09T16:53:00Z,4.0,3.0,3.571428571428572,4.0,2016-01-04T12:55:00Z,
86794,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1274.8167,21.246945,1212.0,1113.0,91.83,Pass,Forensics,S116,01,,,,,,,,,,,,,,,,,,,,,
86803,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,3344.1504,55.73584,1212.0,1088.0,89.77,Pass,Forensics,S116,01,4.8,4.333333333333333,4.5,4.571428571428571,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,2015-09-14T13:28:00Z,,,,,,
86815,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1666.7332,27.778886666666665,1212.0,1026.0,84.65,Pass,Forensics,S116,01,4.8,3.333333333333333,3.5,4.142857142857143,5.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,2015-09-11T15:45:00Z,4.0,4.0,4.0,4.0,2015-10-27T15:51:00Z,
87010,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1920.8168,32.01361333333333,1212.0,1080.0,89.11,Pass,Forensics,S116,01,3.8,3.6666666666666665,3.0,3.857142857142857,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2015-09-08T16:52:00Z,4.75,4.0,4.428571428571429,3.0,2015-10-27T19:03:00Z,
87027,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1605.0336,26.75056,1212.0,932.0,76.9,Pass,Forensics,S116,01,5.0,3.6666666666666665,4.0,4.428571428571429,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2015-09-08T16:53:00Z,5.0,3.6666666666666665,4.428571428571429,5.0,2015-11-30T18:07:00Z,
87093,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,486.65,8.110833333333334,1212.0,860.0,70.96,Pass,Forensics,S116,01,4.4,4.666666666666667,4.0,4.571428571428571,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2015-09-09T18:57:00Z,,,,,,
87163,FrScA-S116-01,F,Scheduling Conflict,Approved/Enrolled,1365.8501,22.764168333333334,1212.0,1041.0,85.89,Pass,Forensics,S116,01,4.6,4.333333333333333,4.5,4.428571428571429,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2015-09-16T22:58:00Z,,,,,,
87484,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,3341.9499,55.699165,1212.0,1131.0,93.32,Pass,Forensics,S116,01,4.0,3.333333333333333,4.0,3.571428571428572,5.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,2015-09-09T17:25:00Z,,,,,,
87485,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1451.8836,24.198059999999998,1212.0,922.0,76.07,Pass,Forensics,S116,01,3.4,2.6666666666666665,2.5,3.142857142857143,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2015-10-08T21:57:00Z,,,,,,
87489,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1075.0999,17.918331666666667,1212.0,983.0,81.11,Pass,Forensics,S116,01,3.4,2.6666666666666665,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2015-09-11T12:23:00Z,3.75,1.6666666666666667,2.857142857142857,3.0,2015-12-30T19:03:00Z,
87504,FrScA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1330.8502,22.180836666666668,1212.0,835.0,68.89,Pass,Forensics,S116,01,4.8,3.333333333333333,3.0,4.142857142857143,4.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,2015-09-09T16:46:00Z,,,,,,
87579,FrScA-S116-01,M,Scheduling Conflict,Approved/Enrolled,1451.9169,24.198615,1212.0,1175.0,96.95,Pass,Forensics,S116,01,3.8,3.333333333333333,3.0,3.571428571428572,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2015-09-22T15:13:00Z,,,,,,
87805,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1388.1167,23.135278333333336,1212.0,1179.0,97.28,Pass,Forensics,S116,01,4.6,3.333333333333333,4.5,4.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,2015-09-11T02:15:00Z,4.75,3.333333333333333,4.142857142857143,4.5,2015-09-11T18:27:00Z,
87905,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,2166.8999,36.11499833333333,1212.0,1149.0,94.8,Pass,Forensics,S116,01,4.4,2.6666666666666665,4.0,3.7142857142857135,5.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,3.0,2015-09-10T13:53:00Z,,,,,,
87906,FrScA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,1095.6001,18.260001666666668,1212.0,1007.0,83.09,Pass,Forensics,S116,01,5.0,4.333333333333333,3.5,4.714285714285714,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2015-09-11T17:47:00Z,,,,,,
87914,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1156.1668,19.269446666666667,1212.0,1149.0,94.8,Pass,Forensics,S116,01,4.6,4.333333333333333,3.5,4.428571428571429,5.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,2015-09-09T17:38:00Z,5.0,5.0,5.0,4.0,2016-01-22T03:18:00Z,
87927,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,3934.8498,65.58083,1212.0,977.0,80.61,Pass,Forensics,S116,01,4.4,3.333333333333333,3.5,3.857142857142857,5.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,2015-09-14T14:42:00Z,4.25,4.0,4.142857142857143,3.5,2015-09-14T14:44:00Z,
88261,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1269.6667,21.161111666666667,1212.0,1205.0,99.42,Pass,Forensics,S116,01,3.6,2.333333333333333,2.5,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2015-09-09T18:28:00Z,4.0,4.333333333333333,4.142857142857143,3.0,2015-12-27T01:03:00Z,
88493,FrScA-S116-01,F,Course Unavailable at Local School,Dropped,56.3166,0.93861,1212.0,75.0,6.19,Fail,Forensics,S116,01,4.0,2.333333333333333,3.5,3.2857142857142856,4.0,2.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,2015-09-14T11:33:00Z,4.0,2.333333333333333,3.2857142857142856,4.0,2015-09-14T11:36:00Z,
88501,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,3315.3331,55.25555166666666,1212.0,1015.0,83.75,Pass,Forensics,S116,01,4.6,3.333333333333333,3.5,4.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,2015-09-14T11:30:00Z,5.0,3.333333333333333,4.285714285714286,3.5,2015-09-14T11:32:00Z,
88527,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,1551.6665,25.861108333333334,1212.0,1141.0,94.14,Pass,Forensics,S116,01,4.2,2.0,3.5,3.142857142857143,5.0,2.0,3.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,2015-09-11T16:43:00Z,2.75,2.0,2.4285714285714284,3.0,2015-10-19T14:43:00Z,
89128,FrScA-S116-01,F,Other,Approved/Enrolled,362.8837,6.0480616666666664,1212.0,1072.0,88.45,Pass,Forensics,S116,01,4.6,4.666666666666667,4.0,4.714285714285714,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,2015-09-28T20:27:00Z,4.5,4.666666666666667,4.571428571428571,3.0,2015-09-14T15:42:00Z,
90095,FrScA-S116-01,F,Other,Approved/Enrolled,1476.0832,24.601386666666667,1212.0,1005.0,82.92,Pass,Forensics,S116,01,4.4,4.333333333333333,3.5,4.285714285714286,4.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,2015-09-18T13:19:00Z,1.5,1.0,1.2857142857142858,1.0,2016-01-20T13:57:00Z,
90433,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,2689.2001,44.82000166666667,1212.0,1078.0,88.94,Pass,Forensics,S116,01,5.0,4.666666666666667,4.5,4.857142857142857,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2015-10-21T17:07:00Z,,,,,,
91173,FrScA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,756.0998,12.601663333333333,1212.0,907.0,74.83,Pass,Forensics,S116,01,4.8,3.333333333333333,3.5,4.142857142857143,5.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,2015-09-16T14:13:00Z,,,,,,
91471,FrScA-S116-01,M,Other,Approved/Enrolled,946.7998,15.779996666666667,1212.0,947.0,78.14,Pass,Forensics,S116,01,4.8,4.333333333333333,4.5,4.571428571428571,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2015-09-25T00:22:00Z,,,,,,
92143,FrScA-S116-01,F,Other,Approved/Enrolled,1792.1003,29.868338333333334,1212.0,1143.0,94.31,Pass,Forensics,S116,01,3.8,3.0,3.5,3.4285714285714284,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2015-09-23T00:55:00Z,,,,,,
92214,FrScA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,1101.833,18.363883333333334,1212.0,1047.25,86.41,Pass,Forensics,S116,01,3.4,4.0,4.0,3.7142857142857135,4.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2015-09-22T12:31:00Z,4.0,4.333333333333333,4.142857142857143,3.0,2016-01-04T13:13:00Z,
53475,FrScA-S116-02,F,Course Unavailable at Local School,Dropped,,,1212.0,0.0,0.0,Fail,Forensics,S116,02,,,,,,,,,,,,,,,,,,,,,
61357,FrScA-S116-02,F,Course Unavailable at Local School,Dropped,,,1212.0,0.0,0.0,Fail,Forensics,S116,02,5.0,4.666666666666667,4.5,4.857142857142857,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2015-09-09T18:32:00Z,,,,,,
62157,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,2497.1666,41.61944333333334,1212.0,909.73,75.06,Pass,Forensics,S116,02,5.0,4.0,5.0,4.571428571428571,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,2015-09-09T15:23:00Z,5.0,4.0,4.571428571428571,5.0,2015-09-09T15:21:00Z,
67762,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,801.2336,13.353893333333334,1212.0,1019.15,84.09,Pass,Forensics,S116,02,5.0,4.666666666666667,3.5,4.857142857142857,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2015-09-10T01:18:00Z,,,,,,
68768,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,1966.0169,32.76694833333333,1212.0,815.95,67.32,Pass,Forensics,S116,02,4.6,2.6666666666666665,4.0,3.7142857142857135,4.0,3.0,3.0,5.0,4.0,3.0,5.0,5.0,2.0,5.0,2015-09-11T14:19:00Z,,,,,,
77298,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,1907.6502,31.79417,1212.0,956.49,78.92,Pass,Forensics,S116,02,4.6,2.6666666666666665,4.0,3.7142857142857135,4.0,2.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,2015-09-09T14:16:00Z,,,,,,
85258,FrScA-S116-02,F,Course Unavailable at Local School,Dropped,,,1212.0,0.0,0.0,Fail,Forensics,S116,02,,,,,,,,,,,,,,,,,,,,,
85567,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,2544.3666,42.40611,1212.0,876.62,72.33,Pass,Forensics,S116,02,4.6,3.333333333333333,4.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,2015-09-09T14:46:00Z,,,,,,
85661,FrScA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,1375.4834,22.924723333333336,1212.0,1066.33,87.98,Pass,Forensics,S116,02,4.4,3.0,3.0,3.857142857142857,4.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,2015-09-09T16:49:00Z,,,,,,
85698,FrScA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,1070.2167,17.836945,1212.0,559.5,46.16,Fail,Forensics,S116,02,5.0,4.333333333333333,4.0,4.714285714285714,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,2015-09-10T12:02:00Z,,,,,,
86627,FrScA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,2193.117,36.551950000000005,1212.0,745.73,61.53,Pass,Forensics,S116,02,4.2,4.666666666666667,4.0,4.428571428571429,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,2015-09-10T17:20:00Z,,,,,,
91340,FrScA-S116-02,F,Learning Preference of the Student,Approved/Enrolled,1182.9332,19.715553333333332,1212.0,1046.07,86.31,Pass,Forensics,S116,02,5.0,4.0,3.0,4.571428571428571,5.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,2015-09-15T14:54:00Z,,,,,,
57224,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,2356.4668,39.27444666666667,1212.0,1059.97,87.46,Pass,Forensics,S116,03,4.4,3.0,3.5,3.857142857142857,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,2015-09-09T17:34:00Z,2.25,1.6666666666666667,2.0,4.0,2016-01-14T21:55:00Z,
70068,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,2101.933,35.03221666666666,1212.0,1164.75,96.1,Pass,Forensics,S116,03,4.8,2.333333333333333,3.0,3.7142857142857135,5.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,2015-09-10T17:08:00Z,,,,,,
73132,FrScA-S116-03,F,Other,Approved/Enrolled,1746.5501,29.109168333333333,1212.0,1083.63,89.41,Pass,Forensics,S116,03,4.6,4.333333333333333,4.5,4.428571428571429,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,2015-09-10T13:43:00Z,,,,,,
77976,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,2448.4838,40.80806333333333,1212.0,1095.12,90.36,Pass,Forensics,S116,03,3.4,2.6666666666666665,3.0,3.2857142857142856,4.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,2015-09-10T18:03:00Z,2.75,1.3333333333333333,2.142857142857143,2.5,2016-01-13T18:13:00Z,
78691,FrScA-S116-03,F,Learning Preference of the Student,Approved/Enrolled,1559.9667,25.999444999999998,1212.0,1154.0,95.21,Pass,Forensics,S116,03,4.0,2.0,3.0,3.142857142857143,4.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,2015-09-10T18:11:00Z,2.75,1.3333333333333333,2.142857142857143,5.0,2016-01-15T19:49:00Z,
85573,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,1978.0169,32.966948333333335,1212.0,917.68,75.72,Pass,Forensics,S116,03,4.0,,4.5,,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,,3.0,2015-09-11T16:08:00Z,3.75,3.0,3.4285714285714284,3.5,2016-01-20T14:32:00Z,
85574,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,1871.1168,31.18528,1212.0,1177.13,97.12,Pass,Forensics,S116,03,5.0,4.0,4.5,4.571428571428571,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2015-09-10T17:12:00Z,,,,,,
85700,FrScA-S116-03,M,Course Unavailable at Local School,Approved/Enrolled,787.2831,13.121385,1212.0,1092.53,90.14,Pass,Forensics,S116,03,3.8,3.6666666666666665,3.5,3.7142857142857135,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2015-09-10T14:44:00Z,,,,,,
85701,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,2381.6998,39.69499666666666,1212.0,1121.15,92.5,Pass,Forensics,S116,03,4.0,4.0,3.5,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,2015-09-30T13:26:00Z,4.5,4.0,4.285714285714286,4.0,2016-01-20T01:41:00Z,
85702,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,638.7338,10.645563333333333,1212.0,1067.04,88.04,Pass,Forensics,S116,03,5.0,4.333333333333333,3.5,4.714285714285714,5.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,2015-09-16T16:14:00Z,5.0,4.333333333333333,4.714285714285714,4.5,2016-01-22T13:22:00Z,
85704,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,1376.483,22.94138333333333,1212.0,960.0,79.21,Pass,Forensics,S116,03,5.0,3.6666666666666665,3.5,4.428571428571429,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,2015-09-14T03:59:00Z,,,,,,
85891,FrScA-S116-03,M,Course Unavailable at Local School,Approved/Enrolled,1784.2506,29.73751,1212.0,1054.02,86.97,Pass,Forensics,S116,03,5.0,4.333333333333333,4.0,4.714285714285714,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,2015-09-10T13:12:00Z,,,,,,
86309,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,1219.4837,20.324728333333333,1212.0,853.73,70.44,Pass,Forensics,S116,03,4.8,3.333333333333333,4.5,4.142857142857143,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,2015-09-09T13:06:00Z,4.0,2.6666666666666665,3.4285714285714284,3.5,2016-01-12T14:37:00Z,
86618,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,2393.4669,39.891115,1212.0,653.11,53.89,Pass,Forensics,S116,03,5.0,5.0,4.5,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2015-09-14T18:47:00Z,5.0,5.0,5.0,5.0,2015-09-11T18:28:00Z,
86882,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,1294.8334,21.580556666666666,1212.0,995.0,82.1,Pass,Forensics,S116,03,5.0,3.6666666666666665,4.5,4.428571428571429,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,2015-09-16T17:50:00Z,,,,,,
